action_name,matched_key,bucket,claude_verdict,http_verdict,final_verdict
prestashop/github-action-php-lint/5.5,prestashop/github-action-php-lint,maybe,y,n,
prestashop/github-action-php-lint/5.6,prestashop/github-action-php-lint,maybe,y,n,
prestashop/github-action-php-lint/7.1,prestashop/github-action-php-lint,maybe,y,n,
prestashop/github-action-php-lint/7.2,prestashop/github-action-php-lint,maybe,y,n,
prestashop/github-action-php-lint/7.3,prestashop/github-action-php-lint,maybe,y,n,
prestashop/github-action-php-lint/7.4,prestashop/github-action-php-lint,maybe,y,n,
prestashop/github-action-php-lint/8.0,prestashop/github-action-php-lint,maybe,y,n,
prestashop/github-action-php-lint/8.2,prestashop/github-action-php-lint,maybe,y,n,
psf/black,psf/black,maybe,y,n,
pulumi/setup-pulumi,pulumi/setup-pulumi,maybe,y,n,
pypa/cibuildwheel,pypa/cibuildwheel,maybe,y,n,
pypa/gh-action-pypi-publisher,pypa/gh-action-pypi-publisher,maybe,y,n,
pypa/gh-actions-pypi-publish,pypa/gh-actions-pypi-publish,maybe,y,n,
pypyr/run-in-tox-action,pypyr/run-in-tox-action,maybe,y,n,
python-semantic-release/python-semantic-release,python-semantic-release/python-semantic-release,maybe,y,n,
radixdlt/criterion-compare-action,radixdlt/criterion-compare-action,maybe,y,n,
raisedevs/find-trailing-whitespace,raisedevs/find-trailing-whitespace,maybe,y,n,
rami3l/bumper,rami3l/bumper,maybe,y,n,
rayandrews/with-opencv-action,rayandrews/with-opencv-action,maybe,y,n,
rcdailey/resharper_inspectcode,rcdailey/resharper_inspectcode,maybe,y,n,
reinismu/clippy-check,reinismu/clippy-check,maybe,y,n,
relekang/python-semantic-release,relekang/python-semantic-release,maybe,y,n,
renefritze/github-action-markdown-link-check,renefritze/github-action-markdown-link-check,maybe,y,n,
replayio/action-playwright,replayio/action-playwright,maybe,y,n,
replayio/action-upload,replayio/action-upload,maybe,y,n,
replicatedhq/action-k3s,replicatedhq/action-k3s,maybe,y,n,
replicatedhq/action-kots-lint,replicatedhq/action-kots-lint,maybe,y,n,
replicatedhq/replicated-actions/create-cluster,replicatedhq/replicated-actions,maybe,y,n,
reproducible-containers/buildkit-cache-dance,reproducible-containers/buildkit-cache-dance,maybe,y,n,
restqa/404-links,restqa/404-links,maybe,y,n,
reviewdog/action-cpplint,reviewdog/action-cpplint,maybe,y,n,
rhysd/github-action-benchmark,rhysd/github-action-benchmark,maybe,y,n,
rjeffman/python-lint-action,rjeffman/python-lint-action,maybe,y,n,
rkusa/eslint-action,rkusa/eslint-action,maybe,y,n,
rkusa/jest-action,rkusa/jest-action,maybe,y,n,
rohith/publish-nuget,rohith/publish-nuget,maybe,y,n,yes
rome/setup-rome,rome/setup-rome,maybe,y,n,
romeovs/lcov-reporter-action,romeovs/lcov-reporter-action,maybe,y,n,
roryprimrose/rungitversion,roryprimrose/rungitversion,maybe,y,n,
ros-tooling/action-ros2-ci,ros-tooling/action-ros2-ci,maybe,y,n,
ros-tooling/action-ros2-lint,ros-tooling/action-ros2-lint,maybe,y,n,
ruby/setup-rubyn,ruby/setup-rubyn,maybe,y,n,
ructions/cargo,ructions/cargo,maybe,y,n,
runforesight/foresight-test-kit-action,runforesight/foresight-test-kit-action,maybe,y,n,
runforesight/foresight-workflow-kit-action,runforesight/foresight-workflow-kit-action,maybe,y,n,
rustic-rs/cross-ci-action,rustic-rs/cross-ci-action,maybe,y,n,
rustsec/audit-check,rustsec/audit-check,maybe,y,n,
rustyhorde/audit-check,rustyhorde/audit-check,maybe,y,n,
rwjblue/setup-volta,rwjblue/setup-volta,maybe,y,n,
saltbo/uptoc,saltbo/uptoc,maybe,y,n,
samuelmeuli/lint-action,samuelmeuli/lint-action,maybe,y,n,
sanic-org/simple-tox-action,sanic-org/simple-tox-action,maybe,y,n,
sanketsudake/codespell-action,sanketsudake/codespell-action,maybe,y,n,
scality/action-artifacts,scality/action-artifacts,maybe,y,n,
sdkman/sdkman-action,sdkman/sdkman-action,maybe,y,n,
sebbo2002/action-is-semantic-pr,sebbo2002/action-is-semantic-pr,maybe,y,n,
shenxianpeng/cpp-linter-action,shenxianpeng/cpp-linter-action,maybe,y,n,
shopify/oxygenctl-action,shopify/oxygenctl-action,maybe,y,n,
silverhand-io/actions-node-pnpm-run-steps,silverhand-io/actions-node-pnpm-run-steps,maybe,y,n,
smrpn/criterion-compare-action,smrpn/criterion-compare-action,maybe,y,n,
sn-o-w/cache-apt-pkgs-action,sn-o-w/cache-apt-pkgs-action,maybe,y,n,
snapcore/action-build,snapcore/action-build,maybe,y,n,
sormuras/download-jdk,sormuras/download-jdk,maybe,y,n,yes
sourcegraph/lsif-upload-action,sourcegraph/lsif-upload-action,maybe,y,n,
splunk/addonfactory-test-matrix-action,splunk/addonfactory-test-matrix-action,maybe,y,n,
spoutn1k/clang-format-action,spoutn1k/clang-format-action,maybe,y,n,
spyoungtech/mirror-action,spyoungtech/mirror-action,maybe,y,n,
sslcom/actions-codesigner,sslcom/actions-codesigner,maybe,y,n,
steve9164/action-detect-and-tag-new-version,steve9164/action-detect-and-tag-new-version,maybe,y,n,
stm32duino/actions/compile-examples,stm32duino/actions,maybe,y,n,
superchargejs/mongodb-github-action,superchargejs/mongodb-github-action,maybe,y,n,
superchargejs/redis-github-action,superchargejs/redis-github-action,maybe,y,n,
sustainable-computing-io/kepler-action,sustainable-computing-io/kepler-action,maybe,y,n,
suzuki-shunsuke/github-action-actionlint,suzuki-shunsuke/github-action-actionlint,maybe,y,n,
suzuki-shunsuke/github-action-golangci-lint,suzuki-shunsuke/github-action-golangci-lint,maybe,y,n,
symplify/github-action-monorepo-split,symplify/github-action-monorepo-split,maybe,y,n,
symplify/monorepo-split-github-action,symplify/monorepo-split-github-action,maybe,y,n,
t3chguy/typescript-check-action,t3chguy/typescript-check-action,maybe,y,n,
taiki-e/install-action,taiki-e/install-action,maybe,y,n,
taiki-e/install-rust,taiki-e/install-rust,maybe,y,n,
taiki-e/setup-cross-toolchain-action,taiki-e/setup-cross-toolchain-action,maybe,y,n,
takuyaohashi/setup-flutter,takuyaohashi/setup-flutter,maybe,y,n,
tangro/actions-test,tangro/actions-test,maybe,y,n,
tcurdt/action-verify-version-maven,tcurdt/action-verify-version-maven,maybe,y,n,
technote-space/auto-cancel-redundant-job,technote-space/auto-cancel-redundant-job,maybe,y,n,
tediousjs/setup-sqlserver,tediousjs/setup-sqlserver,maybe,y,n,yes
thecodingmachine/deeployer-action,thecodingmachine/deeployer-action,maybe,y,n,
thefringeninja/action-minver,thefringeninja/action-minver,maybe,y,n,
thibaultchazal/scaleway-serverless-container-deploy-action,thibaultchazal/scaleway-serverless-container-deploy-action,maybe,y,n,
thompsonja/bazel-buildifier,thompsonja/bazel-buildifier,maybe,y,n,
thundra-io/foresight-test-kit-action,thundra-io/foresight-test-kit-action,maybe,y,n,
thundra-io/thundra-gradle-test-action,thundra-io/thundra-gradle-test-action,maybe,y,n,
thundra-io/thundra-test-init-action,thundra-io/thundra-test-init-action,maybe,y,n,
tim-actions/clippy-check,tim-actions/clippy-check,maybe,y,n,
timangus/cpp-problem-matcher,timangus/cpp-problem-matcher,maybe,y,n,
timheuer/dotnet-tests-report,timheuer/dotnet-tests-report,maybe,y,n,
timothystewart6/gitlab-mirror-and-ci-action,timothystewart6/gitlab-mirror-and-ci-action,maybe,y,n,
tomtom-international/commisery-action,tomtom-international/commisery-action,maybe,y,n,
toolmantim/release-drafter,toolmantim/release-drafter,maybe,y,n,
toptal/jenkins-job-trigger-action,toptal/jenkins-job-trigger-action,maybe,y,n,
totaldebug/action-sphinx,totaldebug/action-sphinx,maybe,y,n,
tox-dev/action,tox-dev/action,maybe,y,n,
tracerbench/tracerbench-compare-action,tracerbench/tracerbench-compare-action,maybe,y,n,
trailofbits/gh-action-pip-audit,trailofbits/gh-action-pip-audit,maybe,y,n,
transferwise/sanitize-branch-name,transferwise/sanitize-branch-name,maybe,y,n,
treebeardtech/treebeard,treebeardtech/treebeard,maybe,y,n,
trendyminds/github-actions-rsync,trendyminds/github-actions-rsync,maybe,y,n,
ts-graphviz/setup-graphviz,ts-graphviz/setup-graphviz,maybe,y,n,
tsuyoshicho/action-mypy,tsuyoshicho/action-mypy,maybe,y,n,
twisted/python-info-action,twisted/python-info-action,maybe,y,n,
typoci/spellcheck-action,typoci/spellcheck-action,maybe,y,n,
unionai/flyte-register-action,unionai/flyte-register-action,maybe,y,n,
unionai/flytectl-setup-action,unionai/flytectl-setup-action,maybe,y,n,
v1v/otel-upload-test-artifact-action,v1v/otel-upload-test-artifact-action,maybe,y,n,
vadz/gha-setup-vsdevenv,vadz/gha-setup-vsdevenv,maybe,y,n,
vapor/swift-codecov-action,vapor/swift-codecov-action,maybe,y,n,
vb-consulting/postgresql-action,vb-consulting/postgresql-action,maybe,y,n,
vb-consulting/publish-nuget,vb-consulting/publish-nuget,maybe,y,n,
vk26/action-fasterer,vk26/action-fasterer,maybe,y,n,
vmware-tanzu/carvel-setup-action,vmware-tanzu/carvel-setup-action,maybe,y,n,
voxmedia/github-action-slack-notify-build,voxmedia/github-action-slack-notify-build,maybe,y,n,
voxpupuli/gha-build-and-publish-a-container,voxpupuli/gha-build-and-publish-a-container,maybe,y,n,
w3c/spec-prod,w3c/spec-prod,maybe,y,n,
wagoid/commitlint-github-action,wagoid/commitlint-github-action,maybe,y,n,
waldoapp/gh-action-upload,waldoapp/gh-action-upload,maybe,y,n,
wearerequired/lint-actionn,wearerequired/lint-actionn,maybe,y,n,
webbertakken/unity-builder,webbertakken/unity-builder,maybe,y,n,
webbertakken/unity-request-manual-activation-file,webbertakken/unity-request-manual-activation-file,maybe,y,n,
webiny/action-conventional-commits,webiny/action-conventional-commits,maybe,y,n,
wei/curl,wei/curl,maybe,y,n,
wei/git-sync,wei/git-sync,maybe,y,n,
whisperity/codechecker-analysis-action,whisperity/codechecker-analysis-action,maybe,y,n,
wip/action,wip/action,maybe,y,n,
wntrblm/nox,wntrblm/nox,maybe,y,n,
wonderflow/kubebuilder-action,wonderflow/kubebuilder-action,maybe,y,n,
workflows/nix-shell-action,workflows/nix-shell-action,maybe,y,n,
xbmc/action-kodi-addon-checker,xbmc/action-kodi-addon-checker,maybe,y,n,
yandex-cloud/ui-preview-deploy-action,yandex-cloud/ui-preview-deploy-action,maybe,y,n,
ybiquitous/npm-audit-fix-action,ybiquitous/npm-audit-fix-action,maybe,y,n,
ypresto/typescript-error-reporter-action,ypresto/typescript-error-reporter-action,maybe,y,n,
yrashk/setup-docker-macos-action,yrashk/setup-docker-macos-action,maybe,y,n,
zencargo/turnstyle,zencargo/turnstyle,maybe,y,n,
zhulik/redis-action,zhulik/redis-action,maybe,y,n,
zing-actions/setup-java,zing-actions/setup-java,maybe,y,n,
zricethezav/gitleaks-action,zricethezav/gitleaks-action,maybe,y,n,
🛠️ nuget/setup-nuget,🛠️ nuget/setup-nuget,maybe,y,n,
