action_name,matched_key,bucket,claude_verdict,http_verdict,final_verdict
chaos-kubox/actions./.github/workflows/krkn-hub.yml,chaos-kubox/actions.,maybe,n,n,
chaos-kubox/actions/kind,chaos-kubox/actions,maybe,n,n,
chaos-kubox/actions/krkn-hub,chaos-kubox/actions,maybe,n,n,
chaos-mesh/chaos-mesh-actions,chaos-mesh/chaos-mesh-actions,maybe,y,n,
chaoss/grimoirelab-github-actions/build,chaoss/grimoirelab-github-actions,maybe,n,n,
chaoss/grimoirelab-github-actions/publish,chaoss/grimoirelab-github-actions,maybe,n,n,
chaoss/grimoirelab-github-actions/release,chaoss/grimoirelab-github-actions,maybe,n,n,
charmbracelet/meta/.github/workflows/build.yml,charmbracelet/meta,maybe,n,n,
charmbracelet/meta/.github/workflows/goreleaser.yml,charmbracelet/meta,maybe,n,n,
charmbracelet/meta/.github/workflows/nightly.yml,charmbracelet/meta,maybe,n,n,
charmbracelet/meta/.github/workflows/snapshot.yml,charmbracelet/meta,maybe,n,n,
chartboost/ruff-action,chartboost/ruff-action,maybe,n,y,y
che-incubator/che-deploy-action,che-incubator/che-deploy-action,maybe,y,n,
che-incubator/happy-path-tests-action,che-incubator/happy-path-tests-action,maybe,n,n,
che-incubator/setup-minikube-action,che-incubator/setup-minikube-action,maybe,n,n,
checkstyle/contribution/comment-action,checkstyle/contribution,maybe,n,n,
chefjackson/action-check-typescript,chefjackson/action-check-typescript,maybe,n,n,
chenrui333/github-action,chenrui333/github-action,maybe,n,n,
chevdor/srtool-actions,chevdor/srtool-actions,maybe,y,n,
chexiongsheng/action-download-artifact,chexiongsheng/action-download-artifact,maybe,n,n,
chf007/action-wechat-work,chf007/action-wechat-work,maybe,n,n,
chia-network/actions/activate-venv,chia-network/actions,maybe,n,n,
chia-network/actions/check-commit-signing,chia-network/actions,maybe,n,n,
chia-network/actions/clean-workspace,chia-network/actions,maybe,,y,y
chia-network/actions/commit-sign/gpg,chia-network/actions,maybe,,n,
chia-network/actions/create-venv,chia-network/actions,maybe,n,n,
chia-network/actions/enforce-semver,chia-network/actions,maybe,,n,
chia-network/actions/git-mark-workspace-safe,chia-network/actions,maybe,,n,
chia-network/actions/git-ssh-to-https,chia-network/actions,maybe,,n,
chia-network/actions/label-conflict,chia-network/actions,maybe,,n,
chia-network/actions/setjobenv,chia-network/actions,maybe,,n,
chia-network/actions/setup-python,chia-network/actions,maybe,,n,
chia-network/actions/vault/login,chia-network/actions,maybe,,n,
chia-network/stale,chia-network/stale,maybe,n,n,
chicagoflutter/lcov-cop,chicagoflutter/lcov-cop,maybe,,n,
chlodalejandro/setup-geckodriver,chlodalejandro/setup-geckodriver,maybe,,y,y
chocobo1/setup-ccache-action,chocobo1/setup-ccache-action,maybe,,y,y
chris48s/approve-bot,chris48s/approve-bot,maybe,n,n,
chrisjsewell/github-action-benchmark,chrisjsewell/github-action-benchmark,maybe,n,n,
christiaanscheermeijer/jest-reporter-action,christiaanscheermeijer/jest-reporter-action,maybe,,n,
chromaui/action-canary,chromaui/action-canary,maybe,n,n,
chromaui/action-next,chromaui/action-next,maybe,n,n,
chrvadala/github-actions/gh-pages-publish-action,chrvadala/github-actions,maybe,n,n,
chrvadala/github-actions/nodejs-release-library-action,chrvadala/github-actions,maybe,n,n,
chrvadala/github-actions/nodejs-test-library-action,chrvadala/github-actions,maybe,n,n,
chtc/build_release_page,chtc/build_release_page,maybe,,n,
ci010/upload-blob-to-azure,ci010/upload-blob-to-azure,maybe,n,n,
ci010/upload-release-asset,ci010/upload-release-asset,maybe,n,n,
ciaochaos/tencent-cos-action,ciaochaos/tencent-cos-action,maybe,n,y,y
cilium/actions-app-token,cilium/actions-app-token,maybe,n,n,
cilium/cilium-cli,cilium/cilium-cli,maybe,n,n,
cilium/cilium/.github/actions/conn-disrupt-test,cilium/cilium,maybe,n,n,
cilium/little-vm-helper,cilium/little-vm-helper,maybe,n,n,
cilium/little-vm-helper-action,cilium/little-vm-helper-action,maybe,n,n,
cilium/reusable-workflows/.github/actions/push-helm-chart,cilium/reusable-workflows,maybe,n,n,
circuitverse/circuitverse/.github/workflows/docker-publish.yml,circuitverse/circuitverse,maybe,,n,
cisagov/setup-env-github-action,cisagov/setup-env-github-action,maybe,n,n,
cjdenio/contributor_list,cjdenio/contributor_list,maybe,n,n,
ckotzbauer/actions-toolkit/.github/workflows/label-issues.yml,ckotzbauer/actions-toolkit,maybe,n,n,
ckotzbauer/actions-toolkit/.github/workflows/toolkit-build-test.yml,ckotzbauer/actions-toolkit,maybe,n,n,
ckotzbauer/actions-toolkit/.github/workflows/toolkit-create-default-labels.yml,ckotzbauer/actions-toolkit,maybe,n,n,
ckotzbauer/actions-toolkit/.github/workflows/toolkit-label-issues.yml,ckotzbauer/actions-toolkit,maybe,n,n,
ckotzbauer/actions-toolkit/.github/workflows/toolkit-lint.yml,ckotzbauer/actions-toolkit,maybe,n,n,
ckotzbauer/actions-toolkit/.github/workflows/toolkit-release-goreleaser.yml,ckotzbauer/actions-toolkit,maybe,n,n,
ckotzbauer/actions-toolkit/.github/workflows/toolkit-scan-snyk.yml,ckotzbauer/actions-toolkit,maybe,n,n,
ckotzbauer/actions-toolkit/.github/workflows/toolkit-size-label.yml,ckotzbauer/actions-toolkit,maybe,n,n,
ckotzbauer/actions-toolkit/.github/workflows/toolkit-stale.yml,ckotzbauer/actions-toolkit,maybe,n,n,
ckotzbauer/actions-toolkit/docker,ckotzbauer/actions-toolkit,maybe,n,n,
ckotzbauer/actions-toolkit/grype,ckotzbauer/actions-toolkit,maybe,n,n,
ckotzbauer/actions-toolkit/sbom,ckotzbauer/actions-toolkit,maybe,n,n,
ckotzbauer/actions-toolkit/setup-syft,ckotzbauer/actions-toolkit,maybe,n,n,
ckotzbauer/actions-toolkit/slsa-provenance,ckotzbauer/actions-toolkit,maybe,n,n,
ckotzbauer/sbom-operator/.github/workflows/release-job-image.yml,ckotzbauer/sbom-operator,maybe,n,n,
cla-assistant/github-action,cla-assistant/github-action,maybe,n,n,
clangbuiltlinux/actions-workflows/.github/workflows/python_lint.yml,clangbuiltlinux/actions-workflows,maybe,,n,
clangbuiltlinux/actions-workflows/.github/workflows/shellcheck.yml,clangbuiltlinux/actions-workflows,maybe,,n,
clangbuiltlinux/actions-workflows/.github/workflows/shfmt.yml,clangbuiltlinux/actions-workflows,maybe,,n,
clangbuiltlinux/actions-workflows/.github/workflows/yapf.yml,clangbuiltlinux/actions-workflows,maybe,,n,
clay/docusaurus-github-action,clay/docusaurus-github-action,maybe,n,n,
cleanlab/nblint-action,cleanlab/nblint-action,maybe,n,n,
clementine-player/clang-format-lint-action,clementine-player/clang-format-lint-action,maybe,y,n,
cliqz-oss/adblocker/.github/actions/generate-changelog,cliqz-oss/adblocker,maybe,n,y,y
cliqz-oss/adblocker/.github/actions/publish-github-release,cliqz-oss/adblocker,maybe,n,n,
cliqz-oss/adblocker/actions/generate-changelog,cliqz-oss/adblocker,maybe,n,y,y
cliqz-oss/adblocker/actions/publish-github-release,cliqz-oss/adblocker,maybe,n,n,
cliqz-oss/adblocker/generate-changelog,cliqz-oss/adblocker,maybe,n,y,y
cliqz-oss/adblocker/publish-github-release,cliqz-oss/adblocker,maybe,n,n,
clockwork-xyz/update-solana,clockwork-xyz/update-solana,maybe,n,n,
cloud-gov/cg-cli-tools,cloud-gov/cg-cli-tools,maybe,n,n,
cloud-gov/security-considerations-action,cloud-gov/security-considerations-action,maybe,n,n,
cloudbreak/cloudbreak-github-actions/actions/cache,cloudbreak/cloudbreak-github-actions,maybe,n,n,
cloudbreak/cloudbreak-github-actions/actions/checkstyle-github-action,cloudbreak/cloudbreak-github-actions,maybe,n,n,
cloudbreak/cloudbreak-github-actions/actions/spotbugs-github-action,cloudbreak/cloudbreak-github-actions,maybe,n,n,
cloudburstmc/protocol/.github/workflows/deploy.yml,cloudburstmc/protocol,maybe,,n,
cloudcompilers/gh-action-retry,cloudcompilers/gh-action-retry,maybe,,n,
cloudfoundry/buildpacks-github-config/actions/dependency/deprecation-list,cloudfoundry/buildpacks-github-config,maybe,n,n,
cloudnative-pg/ciclops,cloudnative-pg/ciclops,maybe,n,n,
cloudposse/actions/github/create-or-update-comment,cloudposse/actions,maybe,n,n,
cloudposse/actions/github/create-pull-request,cloudposse/actions,maybe,n,n,
cloudposse/actions/github/git-push,cloudposse/actions,maybe,n,n,
cloudposse/actions/github/slash-command-dispatch,cloudposse/actions,maybe,n,n,
cloudquery/golangci-lint-action,cloudquery/golangci-lint-action,maybe,n,n,
cloudscape-design/.github/.github/actions/release-package,cloudscape-design/.github,maybe,n,n,
cloudscape-design/.github/.github/workflows/build-lint-test.yml,cloudscape-design/.github,maybe,n,n,
cloudscape-design/.github/.github/workflows/deploy.yml,cloudscape-design/.github,maybe,n,n,
cloudscape-design/.github/.github/workflows/dry-run.yml,cloudscape-design/.github,maybe,n,n,
cloudscape-design/.github/.github/workflows/lint-pr.yml,cloudscape-design/.github,maybe,n,n,
cloudscape-design/.github/.github/workflows/release-gh-notes.yml,cloudscape-design/.github,maybe,n,n,
cloudscape-design/.github/.github/workflows/release.yml,cloudscape-design/.github,maybe,n,n,
clowdhaus/actions/pr-title,clowdhaus/actions,maybe,n,n,
clusterpedia-io/gh-ci-bot,clusterpedia-io/gh-ci-bot,maybe,n,n,
clytage/workflows/.github/workflows/docker-build.yml,clytage/workflows,maybe,n,n,
clytage/workflows/.github/workflows/pnpm-lint-and-test.yml,clytage/workflows,maybe,n,n,
cmb69/setup-php-sdk,cmb69/setup-php-sdk,maybe,n,n,
cmyr/bloat-cmp/compare,cmyr/bloat-cmp,maybe,n,n,
cmyr/bloat-cmp/get-revs,cmyr/bloat-cmp,maybe,n,n,
cmyr/bloat-cmp/get-sizes,cmyr/bloat-cmp,maybe,n,n,
cmyr/bloat-cmp/post-comment,cmyr/bloat-cmp,maybe,n,n,
cnpm/github-actions/.github/workflows/node-release.yml,cnpm/github-actions,maybe,n,n,
co-cart/action-build,co-cart/action-build,maybe,n,n,
co-cart/repo-labels,co-cart/repo-labels,maybe,n,n,
co-qn/google-chat-notification,co-qn/google-chat-notification,maybe,,n,
coactions/matrix,coactions/matrix,maybe,n,n,
cockpit-project/action-release,cockpit-project/action-release,maybe,n,n,
cocoa-xu/cuda-toolkit,cocoa-xu/cuda-toolkit,maybe,y,n,
codecademy/run-on-yarn,codecademy/run-on-yarn,maybe,,n,
codecov/codecov-actions,codecov/codecov-actions,maybe,y,n,
codecov/upload-artifact,codecov/upload-artifact,maybe,n,n,
codeigniter4/.github/.github/workflows/deptrac.yml,codeigniter4/.github,maybe,n,n,
codeigniter4/.github/.github/workflows/phpcpd.yml,codeigniter4/.github,maybe,n,n,
codeigniter4/.github/.github/workflows/phpcsfixer.yml,codeigniter4/.github,maybe,n,n,
codeigniter4/.github/.github/workflows/phpstan.yml,codeigniter4/.github,maybe,n,n,
codeigniter4/.github/.github/workflows/phpunit.yml,codeigniter4/.github,maybe,n,n,
codeigniter4/.github/.github/workflows/psalm.yml,codeigniter4/.github,maybe,n,n,
codeigniter4/.github/.github/workflows/rector.yml,codeigniter4/.github,maybe,n,n,
codeigniter4/.github/.github/workflows/unused.yml,codeigniter4/.github,maybe,n,n,
codeintelligencetesting/cifuzz/.github/workflows/resuable_linting.yml,codeintelligencetesting/cifuzz,maybe,,n,
codeintelligencetesting/cifuzz/.github/workflows/reusable_building.yml,codeintelligencetesting/cifuzz,maybe,,n,
codeintelligencetesting/cifuzz/.github/workflows/reusable_testing.yml,codeintelligencetesting/cifuzz,maybe,,n,
codeintelligencetesting/github-actions/monitor-fuzzing,codeintelligencetesting/github-actions,maybe,,n,
codeintelligencetesting/github-actions/save-results,codeintelligencetesting/github-actions,maybe,,n,
codeintelligencetesting/github-actions/start-fuzzing,codeintelligencetesting/github-actions,maybe,,n,
codeinwp/merge-branch,codeinwp/merge-branch,maybe,,y,y
codeinwp/verify-linked-issue-action,codeinwp/verify-linked-issue-action,maybe,,n,
codemagic-ci-cd/actions-apple-app-store-connect,codemagic-ci-cd/actions-apple-app-store-connect,maybe,n,n,
codenotary/cas-authenticate-docker-image-github-action,codenotary/cas-authenticate-docker-image-github-action,maybe,n,n,
coderlane/tap-action,coderlane/tap-action,maybe,,n,
coderpatros/setup-dotnet,coderpatros/setup-dotnet,maybe,n,n,
coderpatros/upload-bom-to-dependency-track,coderpatros/upload-bom-to-dependency-track,maybe,y,n,
codesee-io/codesee-action,codesee-io/codesee-action,maybe,,n,
codesnas/delete-older-releases,codesnas/delete-older-releases,maybe,n,n,
codevise/documentation-js-action,codevise/documentation-js-action,maybe,n,n,
codevise/sassdoc-action,codevise/sassdoc-action,maybe,n,n,
codex-team/action-codexbot-notify,codex-team/action-codexbot-notify,maybe,n,n,
codium-ai/pr-agent,codium-ai/pr-agent,maybe,,n,
codota/toolchain,codota/toolchain,maybe,n,n,
colpal/actions-clean,colpal/actions-clean,maybe,n,n,
colvars/colvars/.github/workflows/backend-template.yml,colvars/colvars,maybe,,n,
comettools/lunasea/.github/workflows/build_all_platforms.yml,comettools/lunasea,maybe,,n,
comettools/lunasea/.github/workflows/build_android.yml,comettools/lunasea,maybe,,n,
comettools/lunasea/.github/workflows/build_ios.yml,comettools/lunasea,maybe,,n,
comettools/lunasea/.github/workflows/build_macos.yml,comettools/lunasea,maybe,,n,
comettools/lunasea/.github/workflows/deploy_all_platforms.yml,comettools/lunasea,maybe,,n,
comettools/lunasea/.github/workflows/generate_files.yml,comettools/lunasea,maybe,,n,
comettools/lunasea/.github/workflows/prepare.yml,comettools/lunasea,maybe,,n,
comettools/lunasea/.github/workflows/release_android.yml,comettools/lunasea,maybe,,n,
comettools/lunasea/.github/workflows/release_ios.yml,comettools/lunasea,maybe,,n,
comettools/lunasea/.github/workflows/release_macos.yml,comettools/lunasea,maybe,,n,
comettools/lunasea/.github/workflows/update_discord.yml,comettools/lunasea,maybe,,n,
comettools/lunasea/.github/workflows/validate.yml,comettools/lunasea,maybe,,n,
commitsar-app/release-notary,commitsar-app/release-notary,maybe,n,y,y
common-fate/branch-name,common-fate/branch-name,maybe,n,n,
common-fate/prettier-action,common-fate/prettier-action,maybe,y,n,
compactmods/discord-releaser,compactmods/discord-releaser,maybe,n,n,
compactmods/dl-package-info,compactmods/dl-package-info,maybe,n,n,
compnerd/gha-setup-swift,compnerd/gha-setup-swift,maybe,y,n,
compnerd/lint-action,compnerd/lint-action,maybe,n,n,
compnerd/swift-format-linter-action,compnerd/swift-format-linter-action,maybe,n,n,
comunidadaylas/build-appimage,comunidadaylas/build-appimage,maybe,,n,
comunidadaylas/cargo-deny-action,comunidadaylas/cargo-deny-action,maybe,,n,
con/tributors,con/tributors,maybe,n,n,
conchylicultor/pypi-build-publish,conchylicultor/pypi-build-publish,maybe,y,n,
concrete5-community/gh-package-release-attach,concrete5-community/gh-package-release-attach,maybe,n,n,
conda-forge/setup-miniforge,conda-forge/setup-miniforge,maybe,n,n,
conda-incubator/setup-conda,conda-incubator/setup-conda,maybe,y,n,
conda-incubator/setup-minicondav2.0.0,conda-incubator/setup-minicondav2.0.0,maybe,n,n,
conda/actions/canary-release,conda/actions,maybe,n,n,
conda/actions/check-cla,conda/actions,maybe,n,n,
conda/actions/read-yaml,conda/actions,maybe,n,n,
conda/actions/user-in-team,conda/actions,maybe,n,n,
conduitio/automation/.github/workflows/roadmap-milestones.yml,conduitio/automation,maybe,,n,
containerbuildsystem/actions/flake8,containerbuildsystem/actions,maybe,n,n,
containerbuildsystem/actions/markdownlint,containerbuildsystem/actions,maybe,n,n,
containerbuildsystem/actions/mypy,containerbuildsystem/actions,maybe,n,n,
containerbuildsystem/actions/shellcheck,containerbuildsystem/actions,maybe,n,y,y
containerbuildsystem/actions/tekton-lint,containerbuildsystem/actions,maybe,n,n,
containerd/containerd/.github/workflows/windows-hyperv-periodic.yml,containerd/containerd,maybe,n,n,
containerd/containerd/.github/workflows/windows-periodic.yml,containerd/containerd,maybe,n,n,
containerd/project-checks,containerd/project-checks,maybe,n,n,
containers/buildah/.github/workflows/check_cirrus_cron.yml,containers/buildah,maybe,n,n,
containers/podman/.github/workflows/check_cirrus_cron.yml,containers/podman,maybe,n,n,
containers/podman/.github/workflows/discussion_lock.yml,containers/podman,maybe,n,n,
containers/podman/.github/workflows/rerun_cirrus_cron.yml,containers/podman,maybe,n,n,
contentful/dependabot-auto-merge,contentful/dependabot-auto-merge,maybe,n,y,y
contentful/github-auto-merge,contentful/github-auto-merge,maybe,n,n,
contributte/.github/.github/workflows/codesniffer.yml,contributte/.github,maybe,n,n,
contributte/.github/.github/workflows/nette-tester-coverage.yml,contributte/.github,maybe,n,n,
contributte/.github/.github/workflows/nette-tester-mysql.yml,contributte/.github,maybe,n,n,
contributte/.github/.github/workflows/phpstan.yml,contributte/.github,maybe,n,n,
controlplaneio/github-project-automation-plus,controlplaneio/github-project-automation-plus,maybe,n,n,
coolreader18/redoxer-action,coolreader18/redoxer-action,maybe,n,n,
coqui-ai/setup-python,coqui-ai/setup-python,maybe,n,n,
corda/jira-create-issue-action,corda/jira-create-issue-action,maybe,n,n,
corda/jira-sync-assigned-action,corda/jira-sync-assigned-action,maybe,n,n,
corda/jira-sync-closed-action,corda/jira-sync-closed-action,maybe,n,n,
coreos/actions-lib/build-container,coreos/actions-lib,maybe,n,n,
coreos/actions-lib/check-diff,coreos/actions-lib,maybe,n,n,
coreos/actions-lib/require-file-change,coreos/actions-lib,maybe,n,n,
coreos/check-diff,coreos/check-diff,maybe,n,n,
cornellius-gp/conda-package-publish-action,cornellius-gp/conda-package-publish-action,maybe,y,n,
correlatio-company/pull-request-comments,correlatio-company/pull-request-comments,maybe,,y,y
coryschwartz/testground-github-action,coryschwartz/testground-github-action,maybe,n,n,
cosmos/gaia/.github/workflows/sims.yml,cosmos/gaia,maybe,n,n,
cosmos/gaia/.github/workflows/test.yml,cosmos/gaia,maybe,n,n,
cosmos/ibc-go/.github/workflows/e2e-test-workflow-call.yml,cosmos/ibc-go,maybe,n,n,
cosmtrek/air/.github/workflows/smoke_test_reuse_job.yml,cosmtrek/air,maybe,n,n,
cosmtrek/air/.github/workflows/smoke_test_window_reust_job.yml,cosmtrek/air,maybe,n,n,
coveooss/pypi-publish-with-poetry,coveooss/pypi-publish-with-poetry,maybe,n,n,
cpanato/kubepug-installer,cpanato/kubepug-installer,maybe,n,n,
cpcloud/compare-commits-action,cpcloud/compare-commits-action,maybe,n,n,
cpcloud/flake-dep-info-action,cpcloud/flake-dep-info-action,maybe,n,n,
cpcloud/flake-update-action,cpcloud/flake-update-action,maybe,n,n,
cpcloud/flake-update-actions,cpcloud/flake-update-actions,maybe,n,n,
cpcloud/niv-dep-info-action,cpcloud/niv-dep-info-action,maybe,n,n,
cppalliance/aws-hosted-runners,cppalliance/aws-hosted-runners,maybe,n,n,
craftcms/.github/.github/workflows/ci.yml,craftcms/.github,maybe,n,n,
craftcms/.github/.github/workflows/codecept.yml,craftcms/.github,maybe,n,n,
craftcms/.github/.github/workflows/ecs.yml,craftcms/.github,maybe,n,n,
craftcms/.github/.github/workflows/notify-slack.yml,craftcms/.github,maybe,n,n,
craftcms/.github/.github/workflows/phpstan.yml,craftcms/.github,maybe,n,n,
craftcms/.github/.github/workflows/prettier.yml,craftcms/.github,maybe,n,n,
craftech-io/slack-action,craftech-io/slack-action,maybe,y,n,
crastos/labeler,crastos/labeler,maybe,n,n,
crazy-max/.github/.github/actions/container-logs-check,crazy-max/.github,maybe,n,n,
crazy-max/.github/.github/actions/gotest-annotations,crazy-max/.github,maybe,n,n,
crazy-max/.github/.github/actions/install-k3s,crazy-max/.github,maybe,n,n,
crazy-max/docker-metadata-action,crazy-max/docker-metadata-action,maybe,y,y,y
crazy-max/docker-scan-action,crazy-max/docker-scan-action,maybe,n,n,
crazy-max/ghaction-docker-buildx,crazy-max/ghaction-docker-buildx,maybe,y,n,
crazy-max/ghaction-docker-buildx-bake,crazy-max/ghaction-docker-buildx-bake,maybe,y,n,
crazy-max/ghaction-docker-login,crazy-max/ghaction-docker-login,maybe,y,n,
crazy-max/ghaction-docker-meta,crazy-max/ghaction-docker-meta,maybe,y,n,
crazy-max/ghaction-goreleaser,crazy-max/ghaction-goreleaser,maybe,y,n,
crossplane-contrib/xpkg-action,crossplane-contrib/xpkg-action,maybe,n,n,
crowdin/.github/.github/workflows/bump-version.yml,crowdin/.github,maybe,n,n,
crykn/copy_folder_to_another_repo_action,crykn/copy_folder_to_another_repo_action,maybe,n,n,
cryogenicplanet/action-electron-builder,cryogenicplanet/action-electron-builder,maybe,,n,
crypto-org-chain/actions-pull-request-add-comment,crypto-org-chain/actions-pull-request-add-comment,maybe,n,n,
csexton/debugger-action,csexton/debugger-action,maybe,y,n,
csexton/release-asset-action,csexton/release-asset-action,maybe,n,n,
cucumber/.github/.github/workflows/prerelease-checks.yml,cucumber/.github,maybe,n,n,
cucumber/action-create-github-release,cucumber/action-create-github-release,maybe,n,n,
cucumber/action-publish-mvn,cucumber/action-publish-mvn,maybe,n,n,
cucumber/action-publish-npm,cucumber/action-publish-npm,maybe,n,n,
cucumber/action-publish-nuget,cucumber/action-publish-nuget,maybe,n,n,
cucumber/action-publish-rubygem,cucumber/action-publish-rubygem,maybe,n,n,
cucumber/actions-create-github-release,cucumber/actions-create-github-release,maybe,n,n,
cue-sh/trybot,cue-sh/trybot,maybe,n,n,
cugu/wait_for_response,cugu/wait_for_response,maybe,n,n,
curl/curl-fuzzer/.github/workflows/ci.yml,curl/curl-fuzzer,maybe,n,n,
curoky/cleanup-disk-action,curoky/cleanup-disk-action,maybe,n,n,
cvx/publish-rubygems-action,cvx/publish-rubygems-action,maybe,,n,
cvxpy/actions/.github/workflows/benchmarks.yml,cvxpy/actions,maybe,n,n,
cvxpy/actions/.github/workflows/pr_benchmark_comment.yml,cvxpy/actions,maybe,n,n,
cvxpy/actions/.github/workflows/pr_benchmarks.yml,cvxpy/actions,maybe,n,n,
cyberark/enforce-commit-style,cyberark/enforce-commit-style,maybe,n,n,
cyberark/enforce-rebase,cyberark/enforce-rebase,maybe,n,n,
cyberzhg/github-action-python-lint,cyberzhg/github-action-python-lint,maybe,,n,
cybozu/octoken-action,cybozu/octoken-action,maybe,n,n,
cyclonedx/cyclonedx-dotnet-generatebom,cyclonedx/cyclonedx-dotnet-generatebom,maybe,,n,
cygwin/cygwin-install-action,cygwin/cygwin-install-action,maybe,y,n,
cylc/cylc-doc/.github/actions/install-dependencies,cylc/cylc-doc,maybe,n,y,y
cylc/release-actions/build-python-package,cylc/release-actions,maybe,n,n,
cylc/release-actions/check-shortlog,cylc/release-actions,maybe,n,n,
cylc/release-actions/checkout-copyright-branch,cylc/release-actions,maybe,n,n,
cylc/release-actions/configure-git,cylc/release-actions,maybe,n,y,y
cylc/release-actions/create-pr,cylc/release-actions,maybe,n,n,
cylc/release-actions/create-release,cylc/release-actions,maybe,n,y,y
cylc/release-actions/stage-1/checkout-pr-branch,cylc/release-actions,maybe,n,n,
cylc/release-actions/stage-1/create-release-pr,cylc/release-actions,maybe,n,y,y
cylc/release-actions/stage-1/sanitize-inputs,cylc/release-actions,maybe,n,n,
cylc/release-actions/stage-1/set-python-package-version,cylc/release-actions,maybe,n,n,
cylc/release-actions/stage-1/update-changelog-release-date,cylc/release-actions,maybe,n,n,
cylc/release-actions/stage-2/bump-dev-version,cylc/release-actions,maybe,n,n,
cylc/release-actions/stage-2/comment-on-pr,cylc/release-actions,maybe,n,n,
cylc/release-actions/stage-2/get-version-from-pr,cylc/release-actions,maybe,n,n,
cypress-io/cypress/.github/workflows/triage_add_to_project.yml,cypress-io/cypress,maybe,n,n,
cypress-io/cypress/.github/workflows/triage_closed_issue_comment.yml,cypress-io/cypress,maybe,n,n,
cypress-io/cypress/.github/workflows/triage_handle_new_comments.yml,cypress-io/cypress,maybe,n,n,
cysharp/actions/.github/actions/check-metas,cysharp/actions,maybe,,n,
cysharp/actions/.github/actions/setup-dotnet,cysharp/actions,maybe,,n,
cysharp/actions/.github/actions/unity-builder,cysharp/actions,maybe,,n,
cysharp/actions/.github/workflows/clean-packagejson-branch.yaml,cysharp/actions,maybe,,n,
cysharp/actions/.github/workflows/create-release.yaml,cysharp/actions,maybe,,n,
cysharp/actions/.github/workflows/stale-issue.yaml,cysharp/actions,maybe,,n,
cysharp/actions/.github/workflows/update-packagejson.yaml,cysharp/actions,maybe,,n,
cytopia/shell-command-retry-action,cytopia/shell-command-retry-action,maybe,y,y,y
daemitus/dalamudpluginpr,daemitus/dalamudpluginpr,maybe,,n,
dagger/dagger-action,dagger/dagger-action,maybe,y,n,
dagwieers/sonarcloud-github-action,dagwieers/sonarcloud-github-action,maybe,n,n,
daimor/actions/hub,daimor/actions,maybe,n,n,
daiyam/winget-releaser,daiyam/winget-releaser,maybe,n,n,
dakanji/lock-threads,dakanji/lock-threads,maybe,n,n,
danabear/code-sign-action,danabear/code-sign-action,maybe,,n,
danger/danger,danger/danger,maybe,n,n,
danger/danger-js,danger/danger-js,maybe,n,n,
danger/kotlin,danger/kotlin,maybe,n,n,
danger/swift,danger/swift,maybe,n,n,
dangoslen/dependabot-changelog-helper,dangoslen/dependabot-changelog-helper,maybe,n,n,
danharrin/monorepo-split-github-action,danharrin/monorepo-split-github-action,maybe,n,n,
danielkrupinski/include-what-you-use-action,danielkrupinski/include-what-you-use-action,maybe,n,n,
daniellockyer/action-slack-build,daniellockyer/action-slack-build,maybe,y,n,
daniellockyer/mysql-action,daniellockyer/mysql-action,maybe,n,n,
danipaniii/action-github-changelog-generator,danipaniii/action-github-changelog-generator,maybe,n,n,
danshui-git/debugger-action,danshui-git/debugger-action,maybe,n,n,
danshui-git/delete-older-releases,danshui-git/delete-older-releases,maybe,n,n,
danshui-git/github-forks-sync-action,danshui-git/github-forks-sync-action,maybe,n,n,
dantup/gh-actions/setup-dart,dantup/gh-actions,maybe,,n,
dantup/gh-actions/setup-flutter,dantup/gh-actions,maybe,,n,
danubetech/github-action-maven-deploy,danubetech/github-action-maven-deploy,maybe,y,n,
danubetech/workflows/.github/workflows/maven-release.yml,danubetech/workflows,maybe,n,n,
danubetech/workflows/.github/workflows/maven-triggered-docker-release.yml,danubetech/workflows,maybe,n,n,
danvixent/certgen-action,danvixent/certgen-action,maybe,n,n,
dapigguy/flatpak-github-actions/flatpak-builder,dapigguy/flatpak-github-actions,maybe,,n,
dargmuesli/github-actions/.github/workflows/release-schedule.yml,dargmuesli/github-actions,maybe,n,n,
dargmuesli/github-actions/.github/workflows/release-semantic.yml,dargmuesli/github-actions,maybe,n,n,
darodi/common-github-workflows/.github/workflows/build_and_push_image.yml,darodi/common-github-workflows,maybe,n,n,
dart-code-checker/dart-code-metrics-action,dart-code-checker/dart-code-metrics-action,maybe,y,n,
dart-lang/ecosystem/.github/workflows/publish.yaml,dart-lang/ecosystem,maybe,n,n,
darthtrevino/github-container-registry-build-push,darthtrevino/github-container-registry-build-push,maybe,n,n,
dasein108/ipfs-github-action,dasein108/ipfs-github-action,maybe,n,n,
dasm-assembler/dasm-snapshot-builder,dasm-assembler/dasm-snapshot-builder,maybe,n,n,
datadog/appsec-go-test-app/.github/workflows/smoke-tests.yml,datadog/appsec-go-test-app,maybe,,n,
datadog/download-release-action,datadog/download-release-action,maybe,,n,
datadog/github-actions/post-review-status,datadog/github-actions,maybe,,n,
datadog/github-actions/post-status-check,datadog/github-actions,maybe,,n,
datadog/integrations-core/.github/workflows/run-validations.yml,datadog/integrations-core,maybe,,n,
datadog/integrations-core/.github/workflows/test-target.yml,datadog/integrations-core,maybe,,n,
datadog/labeler,datadog/labeler,maybe,,n,
datadog/prof-correctness/analyze,datadog/prof-correctness,maybe,,n,
